,name,notes,physicalAddress,postalAddress,dn,aliases,region,ntgGeographicDefinition,enrolment,enrolmentDataSource,description,religion,hasImage,preSchool,faftSchool,primarySchool,middleSchool,seniorSchool,telephoneNumber,businessCategories,ntgGazettedRegion,directorate,schoolElectorate,facsimileTelephoneNumber,councilMail,remoteDefinition,long,lat,uri,mail,preSchoolInfo,schoolManagement
172,Nhulunbuy High School,,"{'description': '51 Matthew Flinders Way', 'state': 'NT', 'postCode': 'Nhulunbuy, 0880', 'displayAddress': '51 Matthew Flinders Way, Nhulunbuy, 0880, NT'}","{'description': 'PO Box 1096', 'state': 'NT', 'postCode': 'NHULUNBUY, 0881', 'displayAddress': 'PO Box 1096, NHULUNBUY, 0881, NT'}","ou=Nhulunbuy High School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",['including Nhulunbuy Boarding School'],East Arnhem,Very Remote,280,2021 Census - 1st week August,not available,Government,True,False,False,False,True,True,(08) 898 70844,['High School'],,North,Mulka,(08) 8987 1944,tba,Remote Category 1,136.78298,-12.18676,n/a,nhulunbuy.high@education.nt.gov.au,,"[{'firstName': 'Brad', 'lastName': 'Madden', 'position': 'Principal', 'email': 'brad.madden@education.nt.gov.au', 'phone': '08 898 70844'}, {'firstName': 'Casey', 'lastName': 'Stanley', 'position': 'Business Manager', 'email': 'casey.stanley1@education.nt.gov.au', 'phone': '(08) 898 70822'}]"
173,Nhulunbuy Pre School,,"{'description': '36 Chesterfield Cct', 'state': 'NT', 'postCode': 'Nhulunbuy', 'displayAddress': '36 Chesterfield Cct, Nhulunbuy, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Nhulunbuy Pre School,ou=Nhulunbuy Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],East Arnhem,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 8987 1056,['Preschool'],,,Mulka,(08) 8987 1056,,,,,,,,[]
174,Nhulunbuy Primary School,,"{'description': '60 Chesterfield Cct', 'state': 'NT', 'postCode': 'Nhulunbuy, 0880', 'displayAddress': '60 Chesterfield Cct, Nhulunbuy, 0880, NT'}","{'description': 'PO Box 321', 'state': 'NT', 'postCode': 'NHULUNBUY, 0881', 'displayAddress': 'PO Box 321, NHULUNBUY, 0881, NT'}","ou=Nhulunbuy Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],East Arnhem,Very Remote,378,2021 Census - 1st week August,not available,Government,True,True,True,True,False,False,(08) 898 70022,['Primary School'],,North,Mulka,,tba,Remote Category 1,136.7841,-12.1821,http://www.nhulunbuyprimary.nt.edu.au/,nps.frontoffice@education.nt.gov.au,,"[{'firstName': 'Rachel', 'lastName': 'Blundell', 'position': 'Principal', 'email': 'rachel.blundell@education.nt.gov.au', 'phone': '(08) 898 70022'}, {'firstName': 'Jetske', 'lastName': 'Hines', 'position': 'Business Manager', 'email': 'nps.frontoffice@education.nt.gov.au', 'phone': '(08) 898 70022'}]"
175,Nightcliff Middle School,,"{'description': '90 Aralia St', 'state': 'NT', 'postCode': 'Rapid Creek, 0810', 'displayAddress': '90 Aralia St, Rapid Creek, 0810, NT'}","{'description': '90 Aralia St', 'state': 'NT', 'postCode': 'NIGHTCLIFF, 0810', 'displayAddress': '90 Aralia St, NIGHTCLIFF, 0810, NT'}","ou=Nightcliff Middle School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer Regional,402,2021 Census - 1st week August,not available,Government,True,False,False,False,True,False,(08) 898 37677,['Middle School'],,North,Nightcliff,,tba,Urban,130.85177,-12.3787,http://www.nightcliffmiddle.nt.edu.au,admin.nightms@education.nt.gov.au,,"[{'firstName': 'Eva', 'lastName': 'Kokkinomagoulos', 'position': 'Principal', 'email': 'eva.kokkinomagoulos@education.nt.gov.au', 'phone': '(08) 898 37672'}]"
176,Nightcliff Pre School,,"{'description': '17 Pandanus St', 'state': 'NT', 'postCode': 'Nightcliff', 'displayAddress': '17 Pandanus St, Nightcliff, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Nightcliff Pre School,ou=Nightcliff Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 8948 8488,['Preschool'],,,Nightcliff,(08) 8948 8499,,,,,,,,[]
177,Nightcliff Primary School,,"{'description': '17 Pandanus St', 'state': 'NT', 'postCode': 'Nightcliff, 0810', 'displayAddress': '17 Pandanus St, Nightcliff, 0810, NT'}","{'description': 'PO BOX 798', 'state': 'NT', 'postCode': 'NIGHTCLIFF, 0810', 'displayAddress': 'PO BOX 798, NIGHTCLIFF, 0810, NT'}","ou=Nightcliff Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer Regional,687,2021 Census - 1st week August,not available,Government,True,False,False,True,False,False,(08) 8948 8488,['Primary School'],,North,Nightcliff,(08) 8948 8499,tba,Urban,130.84984,-12.38057,http://www.nightcliffprimary.nt.edu.au,nightcliff.ps@education.nt.gov.au,,"[{'firstName': 'Jo', 'lastName': 'Glennon', 'position': 'Principal', 'email': 'jo.glennon@education.nt.gov.au', 'phone': '(08) 8948 8488'}]"
178,NT Music School,,"{'description': '60 Matthews Rd', 'state': 'NT', 'postCode': 'Wulagi 0812', 'displayAddress': '60 Matthews Rd, Wulagi 0812, NT'}","{'description': 'PO Box 455', 'state': 'NT', 'postCode': 'Sanderson, 0813', 'displayAddress': 'PO Box 455, Sanderson, 0813, NT'}","ou=NT Music School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer Regional,,2021 Census - 1st week August,N/A,Government,False,False,False,True,True,True,(08) 896 35550,['Other School'],,North,Sanderson,(08) 8963 5569,n/a,Urban,130.8986114,-12.3881943,http://www.ntms.net.au,nt.musicschool@education.nt.gov.au,,"[{'firstName': 'Bill', 'lastName': 'Grose', 'position': 'Principal', 'email': 'bill.grose@education.nt.gov.au', 'phone': '(08) 896 35551'}]"
179,NT School of Distance Education,,"{'description': 'The Bullocky Point Education Precinct, Atkins Dr', 'state': 'NT', 'postCode': 'The Gardens, 0820', 'displayAddress': 'The Bullocky Point Education Precinct, Atkins Dr, The Gardens, 0820, NT'}","{'description': 'PO Box 40471', 'state': 'NT', 'postCode': 'Casuarina, 0811', 'displayAddress': 'PO Box 40471, Casuarina, 0811, NT'}","ou=NT School of Distance Education,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer regional,744,2021 Census - 1st week August,n/a,Government,False,False,False,False,False,True,(08) 892 22292,['Distance School'],,North,Fannie Bay,(08) 892 22258,n/a,Urban,130.833951,-12.4393203,http://www.ntsde.nt.edu.au,ntsde.admin@education.nt.gov.au,,"[{'firstName': 'Debbie', 'lastName': ""O'Neill"", 'position': 'Business Manager', 'email': 'debbie.oneill@education.nt.gov.au', 'phone': '(08) 892 22146'}, {'firstName': 'Anne', 'lastName': 'White', 'position': 'Principal', 'email': 'Anne.white@education.nt.gov.au', 'phone': '(08) 892 22292'}]"
180,Ntaria School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Hermannsburg (Ntaria)', 'displayAddress': 'N/A, Hermannsburg (Ntaria), NT'}","{'description': 'PMB 4', 'state': 'NT', 'postCode': 'via Alice Springs, 0872', 'displayAddress': 'PMB 4, via Alice Springs, 0872, NT'}","ou=Ntaria School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",['Hermannsburg'],Central,Very Remote,150,2021 Census - 1st week August,not available,Government,True,True,True,True,True,True,(08) 8956 7424,['Remote School'],,Central Australia,Gwoja,(08) 8956 7409,tba,Remote Category 2,132.77595,-23.94255,n/a,ntariasch.admin@education.nt.gov.au,,"[{'firstName': 'Emma', 'lastName': 'Langton', 'position': 'Principal', 'email': 'emma.langton@education.nt.gov.au', 'phone': '(08) 8956 7424'}, {'firstName': 'Tara', 'lastName': 'Welch', 'position': 'Business Manager', 'email': ' tara.welch@education.nt.gov.au', 'phone': '(08) 8999 3530'}]"
181,Numbulwar Pre School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Numbulwar', 'displayAddress': 'N/A, Numbulwar, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Numbulwar Pre School,ou=Numbulwar School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 8975 4650,['Preschool'],,,Arnhem,(08) 8975 4651,,,,,,,,[]
182,Numbulwar School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Numbulwar', 'displayAddress': 'N/A, Numbulwar, NT'}","{'description': 'PMB 68', 'state': 'NT', 'postCode': 'WINELLIE, 0822', 'displayAddress': 'PMB 68, WINELLIE, 0822, NT'}","ou=Numbulwar School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",['Rose River'],Big Rivers,Very Remote,123,2021 Census - 1st week August,not available,Government,True,True,True,True,True,True,(08) 8975 4650,['Remote School'],,North,Arnhem,,tba,Remote Category 3,135.74119,-14.27811,n/a,lawry.mahon@education.nt.gov.au,,"[{'firstName': 'Lawry', 'lastName': 'Mahon', 'position': 'Principal', 'email': 'lawry.mahon@education.nt.gov.au', 'phone': '(08) 8975 4650'}]"
183,Nyangatjatjara College - Docker Rvr Campus,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Kaltukatjara (Docker River)', 'displayAddress': 'N/A, Kaltukatjara (Docker River), NT'}","{'description': 'PO Box 171', 'state': 'NT', 'postCode': 'Yulara, 0872', 'displayAddress': 'PO Box 171, Yulara, 0872, NT'}","ou=Nyangatjatjara College - Docker Rvr Campus,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Very Remote,,2018 Census,not available,Independent,False,False,False,False,True,False,(08) 8956 7098,['School'],,Alice Springs,Gwoja,(08) 8956 7036,,,130.971231,-25.228808,not available,ceo@nyangatjatjaracollege.org.au,,"[{'firstName': 'Mike', 'lastName': 'Tucker', 'position': 'Principal', 'email': 'm.tucker@nyangatjatjaracollege.org.au', 'phone': '8956 7098'}]"
184,Nyangatjatjara College - Imanpa Campus,,"{'description': 'not available', 'state': 'NT', 'postCode': 'not available', 'displayAddress': 'not available, not available, NT'}","{'description': 'PO Box 171', 'state': 'NT', 'postCode': 'Yulara, 0872', 'displayAddress': 'PO Box 171, Yulara, 0872, NT'}","ou=Nyangatjatjara College - Imanpa Campus,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Very Remote,,2018 Census,not available,Independent,False,False,False,False,True,False,(08) 8956 7038,['School'],,not available,Gwoja,(08) 8956 7038,,,,,not available,ceo@nyangatjatjaracollege.org.au,,[]
185,Nyangatjatjara College - Mutitjulu Campus,not availale,"{'description': 'n/a', 'state': 'NT', 'postCode': 'Yulara', 'displayAddress': 'n/a, Yulara, NT'}","{'description': 'PO Box 171', 'state': 'NT', 'postCode': 'Yulara, 0872', 'displayAddress': 'PO Box 171, Yulara, 0872, NT'}","ou=Nyangatjatjara College - Mutitjulu Campus,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Very Remote,,2018 Census,not availale,Independent,False,False,False,False,True,False,(08) 8956 2555,['School'],,Alice Springs,Gwoja,(08) 8956 2155,n/a,,n/a,n/a,m/a,ceo@nyangatjatjaracollege.or.au,,[]
186,Nyirripi School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Nyirripi', 'displayAddress': 'N/A, Nyirripi, NT'}","{'description': 'PMB 125', 'state': 'NT', 'postCode': 'via Alice Springs, 0872', 'displayAddress': 'PMB 125, via Alice Springs, 0872, NT'}","ou=Nyirripi School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",['Waite Creek'],Central,Very Remote,71,2021 Census - 1st week August,not available,Government,True,False,False,True,False,False,(08) 8956 8880,['Small School'],,Central Australia,Gwoja,n/a,tba,Remote Category 3,130.55281,-22.64994,n/a,ken.millar@education.nt.gov.au,,"[{'firstName': 'Ken', 'lastName': 'Millar', 'position': 'Principal', 'email': 'ken.millar@education.nt.gov.au', 'phone': '(08) 8956 8880'}]"
187,O'Loughlin Catholic College,,"{'description': '70 Mueller Rd', 'state': 'NT', 'postCode': 'Karama', 'displayAddress': '70 Mueller Rd, Karama, NT'}","{'description': 'P O Box 41911', 'state': 'NT', 'postCode': 'Casuarina, 0811', 'displayAddress': 'P O Box 41911, Casuarina, 0811, NT'}","ou=O'Loughlin Catholic College,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Provincial,556,2018 Census,n/a,Catholic,False,False,False,False,True,True,(08) 8945 1277,['High School'],,Darwin,Karama,(08) 8927 7140,,,130.91045,-12.39337,http://www.oloughlin.nt.edu.au,secretary.oloughlin@nt.catholic.edu.au,,"[{'firstName': 'Megan', 'lastName': 'Evans', 'position': 'Principal', 'email': 'megan.evans@nt.catholic.edu.au', 'phone': '(08) 8945 1277'}]"
188,OLSH College - Sadadeen Campus,,"{'description': 'Sadadeen Rd', 'state': 'NT', 'postCode': 'Alice Springs', 'displayAddress': 'Sadadeen Rd, Alice Springs, NT'}","{'description': 'PO Box 2508', 'state': 'NT', 'postCode': 'Alice Springs, 0871', 'displayAddress': 'PO Box 2508, Alice Springs, 0871, NT'}","ou=OLSH College - Sadadeen Campus,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Remote,,2018 Census,not available,Catholic,False,False,False,False,True,True,(08) 8950 6400,['High School'],,Alice Springs,Braitling,,,,133.876402,-23.707784,http://www.olshalice.catholic.edu.au/,admin.olshalice@nt.catholic.edu.au,,"[{'firstName': 'Paul', 'lastName': 'Melloy', 'position': 'Principal', 'email': 'paul.melloy@nt.catholic.edu.au', 'phone': '08 8950 6400'}]"
189,OLSH College - Traeger Campus,,"{'description': '8 Traeger Ave', 'state': 'NT', 'postCode': 'Alice Springs', 'displayAddress': '8 Traeger Ave, Alice Springs, NT'}","{'description': 'PO Box 2508', 'state': 'NT', 'postCode': 'Alice Springs, 0871', 'displayAddress': 'PO Box 2508, Alice Springs, 0871, NT'}","ou=OLSH College - Traeger Campus,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Urban,,2018 Census,not available,Catholic,False,False,False,True,True,False,(08) 8950 6400,['School'],,Alice Springs,Araluen,,,,,,http://www.olshalice.catholic.edu.au/,admin.olshalice@nt.catholic.edu.au,,"[{'firstName': 'Paul', 'lastName': 'Melloy', 'position': 'Principal', 'email': 'admin.olshalice@nt.catholic.edu.au', 'phone': '08 8950 6400'}]"
190,OLSH Primary School,,"{'description': '5 Bath St', 'state': 'NT', 'postCode': 'Alice Springs', 'displayAddress': '5 Bath St, Alice Springs, NT'}","{'description': 'PO Box 2508', 'state': 'NT', 'postCode': 'Alice Springs, 0871', 'displayAddress': 'PO Box 2508, Alice Springs, 0871, NT'}","ou=OLSH Primary School,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Remote,,2018 Census,not available,Catholic,False,False,False,True,True,False,(08) 8950 6400,['Primary School'],,Alice Springs,Braitling,,,,,,http://www.olshalice.nt.edu.au/,admin.olshalice@nt.catholic.edu.au,,"[{'firstName': 'Paul', 'lastName': 'Melloy', 'position': 'Principal', 'email': 'admin.olshalice@nt.catholic.edu.au', 'phone': '08 8950 6400'}]"
191,OLSH Thamarrurr Catholic College,,"{'description': 'n/a', 'state': 'NT', 'postCode': 'Wadeye (Port Keats)', 'displayAddress': 'n/a, Wadeye (Port Keats), NT'}","{'description': 'Wadeye, Port Keats', 'state': 'NT', 'postCode': 'via Winnellie, 0822', 'displayAddress': 'Wadeye, Port Keats, via Winnellie, 0822, NT'}","ou=OLSH Thamarrurr Catholic College,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Very Remote,,2018 Census,n/a,Catholic,False,True,True,True,True,True,(08) 8978 2477,['School'],,Darwin,Daly,(08) 8978 2300,,,129.522536,-14.2404,www.olshnt.catholic.edu.au,admin.olshtcs@nt.catholic.edu.au,,"[{'firstName': 'Jacqueline', 'lastName': 'Conboy', 'position': 'Principal', 'email': 'jacqueline.conboy@nt.catholic.edu.au', 'phone': '(08) 8978 2477'}]"
192,Owen Springs Education Centre,,"{'description': 'Stuart Highway', 'state': 'NT', 'postCode': 'Alice Springs, 0870', 'displayAddress': 'Stuart Highway, Alice Springs, 0870, NT'}","{'description': 'PO Box 4856', 'state': 'NT', 'postCode': 'Alice Springs, 0871', 'displayAddress': 'PO Box 4856, Alice Springs, 0871, NT'}","ou=Owen Springs Education Centre,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",['Alice Springs Juvenile Detention Centre'],Central,Provincial,24,2021 Census - 1st week August,n/a,Government,False,False,False,False,False,False,(08) 8958 5088 / (08) 8958 5089,['Other School'],,Central Australia,Namatjira,n/a,n/a,Urban,tba,tba,n/a,joel.hohn@education.nt.gov.au,,"[{'firstName': 'Joel', 'lastName': 'Hohn', 'position': 'Principal', 'email': 'joel.hohn@education.nt.gov.au', 'phone': '8958 5088 / 9858 5089'}]"
193,Palmerston Christian School,,"{'description': '50 Waler Road, Marlow Lagoon', 'state': 'NT', 'postCode': 'Marlow Lagoon', 'displayAddress': '50 Waler Road, Marlow Lagoon, Marlow Lagoon, NT'}","{'description': 'PO Box 113', 'state': 'NT', 'postCode': 'Palmerston, 0831', 'displayAddress': 'PO Box 113, Palmerston, 0831, NT'}","ou=Palmerston Christian School,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Provincial,323,2018 Census,not available,Christian,False,False,False,True,True,False,(08) 7922 5600,['Primary School'],,Darwin,Spillett,(08) 8932 3440,,,130.9645,-12.49057,http://www.pcs.nt.edu.au,admin.pcs@ntschools.net,,"[{'firstName': 'Luke', 'lastName': 'Willsmore', 'position': 'Principal', 'email': 'luke.willsmore@ntschools.net', 'phone': '(08) 7922 5600'}]"
194,Palmerston College,"Y7-9 Campus:185 Forrest Parade, Rosebery  / Y10-12 Campus: 10 Tilston Avenue, Driver","{'description': '10 Tilston Ave', 'state': 'NT', 'postCode': 'Driver, 0830', 'displayAddress': '10 Tilston Ave, Driver, 0830, NT'}","{'description': 'PO Box 8', 'state': 'NT', 'postCode': 'PALMERSTON, ', 'displayAddress': 'PO Box 8, PALMERSTON, , NT'}","ou=Palmerston College,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Outer Regional,1175,2021 Census - 1st week August,"Y7-9 Campus:185 Forrest Parade, Rosebery  / Y10-12 Campus: 10 Tilston Avenue, Driver",Government,True,False,False,False,True,True,(08) 899 77999,['High School'],,North,Drysdale,,,Urban,130.9715587,-12.4951243,http://www.palmerstoncollege.nt.edu.au,Palmerston.college@education.nt.gov.au,,"[{'firstName': 'Bryan', 'lastName': 'Hughes', 'position': 'Principal', 'email': 'bryan.hughes@education.nt.gov.au', 'phone': '(08) 899 77999'}, {'firstName': 'Morgana', 'lastName': 'Weller', 'position': 'Business Manager', 'email': 'morgana.weller@education.nt.gov.au', 'phone': '(08) 899 77999'}]"
195,Papunya School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Papunya, 0872', 'displayAddress': 'N/A, Papunya, 0872, NT'}","{'description': 'PMB 77', 'state': 'NT', 'postCode': 'via Alice Springs, 0872', 'displayAddress': 'PMB 77, via Alice Springs, 0872, NT'}","ou=Papunya School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Very Remote,106,2021 Census - 1st week August,not available,Government,True,True,True,True,True,True,(08) 8956 8515,['Small School'],,Central Australia,Gwoja,,tba,Remote Category 3,131.91031,-23.20283,n/a,christine.munro@education.nt.gov.au,,"[{'firstName': 'Christine', 'lastName': 'Munro', 'position': 'Principal', 'email': 'christine.munro@education.nt.gov.au', 'phone': '(08) 8956 8515'}, {'firstName': 'Alexa', 'lastName': 'Sutton', 'position': 'Administration Manager', 'email': 'alexa.sutton@education.nt.gov.au', 'phone': '(08) 895 11661'}]"
196,Parap Pre School,,"{'description': '61 Ross Smith Ave', 'state': 'NT', 'postCode': 'Parap', 'displayAddress': '61 Ross Smith Ave, Parap, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Parap Pre School,ou=Parap Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 8981 5146,['Preschool'],,,Fannie Bay,(08) 8941 9269,,,,,,,,[]
197,Parap Primary School,,"{'description': '52 Urquhart Street', 'state': 'NT', 'postCode': 'Parap, 0820', 'displayAddress': '52 Urquhart Street, Parap, 0820, NT'}","{'description': 'PO Box 69', 'state': 'NT', 'postCode': 'PARAP, 0804', 'displayAddress': 'PO Box 69, PARAP, 0804, NT'}","ou=Parap Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer Regional,513,2021 Census - 1st week August,not available,Government,True,True,False,True,False,False,(08) 898 22922,['Primary School'],,North,Fannie Bay,(08) 8941 2606,tba,Urban,130.84432,-12.42984,http://www.parapprimary.nt.edu.au,parapps.office@education.nt.gov.au,,"[{'firstName': 'Yvonne', 'lastName': 'Harding', 'position': 'Principal', 'email': 'yvonne.harding@education.nt.gov.au', 'phone': '(08) 898 22922'}]"
